,content,label,pred,summary,score
23,"+package org.apache.commons.digester3.binder;
+
+/*
+ * Licensed to the Apache Software Foundation (ASF) under one
+ * or more contributor license agreements.  See the NOTICE file
+ * distributed with this work for additional information
+ * regarding copyright ownership.  The ASF licenses this file
+ * to you under the Apache License, Version 2.0 (the
+ * ""License""); you may not use this file except in compliance
+ * with the License.  You may obtain a copy of the License at
+ *
+ *   http://www.apache.org/licenses/LICENSE-2.0
+ *
+ * Unless required by applicable law or agreed to in writing,
+ * software distributed under the License is distributed on an
+ * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
+ * KIND, either express or implied.  See the License for the
+ * specific language governing permissions and limitations
+ * under the License.
+ */
+
+import static org.apache.commons.digester3.binder.BinderClassLoader.createBinderClassLoader;
+import static org.junit.Assert.assertSame;
+
+import org.junit.Test;
+
+/**
+ * DIGESTER-155
+ */
+public final class BinderClassLoaderTestCase
+{
+
+    private ClassLoader classLoader = createBinderClassLoader( getClass().getClassLoader() );
+
+    @Test
+    public void loadBoolean()
+        throws Exception
+    {
+        typeFound( ""boolean"", boolean.class );
+    }
+
+    @Test
+    public void loadByte()
+        throws Exception
+    {
+        typeFound( ""byte"", byte.class );
+    }
+
+    @Test
+    public void loadShort()
+        throws Exception
+    {
+        typeFound( ""short"", short.class );
+    }
+
+    @Test
+    public void loadInt()
+        throws Exception
+    {
+        typeFound( ""int"", int.class );
+    }
+
+    @Test
+    public void loadChar()
+        throws Exception
+    {
+        typeFound( ""char"", char.class );
+    }
+
+    @Test
+    public void loadLong()
+        throws Exception
+    {
+        typeFound( ""long"", long.class );
+    }
+
+    @Test
+    public void loadFloat()
+        throws Exception
+    {
+        typeFound( ""float"", float.class );
+    }
+
+    @Test
+    public void loadDouble()
+        throws Exception
+    {
+        typeFound( ""double"", double.class );
+    }
+
+    private void typeFound( String name, Class<?> expected )
+        throws Exception
+    {
+        Class<?> actual = classLoader.loadClass( name );
+        assertSame( expected, actual );
+    }
+
+}
",0,0,"Knowledge:
This hunk adds a new JUnit test case class, BinderClassLoaderTestCase, which tests the loading of primitive types using the BinderClassLoader. The class contains multiple test methods, each testing the loading of a specific primitive type (boolean, byte, short, int, char, long, float, double). The test methods use the typeFound method to verify that the loaded class matches the expected class. This hunk does not directly fix a vulnerability, but rather adds test coverage to ensure the correctness of the BinderClassLoader.",0.9
24,"-            inputSource.clear();
+            systemIds.clear();
",1,1,"Input:
             -            inputSource.clear();
+            systemIds.clear();
Knowledge:
This hunk updates the clearance of variables to prevent potential issues related to data residue. Instead of clearing the `inputSource`, it now clears the `systemIds` which helps in preventing unauthorized access to sensitive information or data tampering. This change ensures that the system IDs are properly cleared, reducing the risk of security breaches.",1.0
25,"+    <action dev=""simonetripodi"" type=""fix"" issue=""DIGESTER-163"" due-to=""Torsten Krah"">
+      ConcurrentModificationException creating a new Digester via loaderInstance.newDigester()
+    </action>
",0,1,"Knowledge:
This hunk adds a bug fix annotation to the code, documenting a fix for the DIGESTER-163 issue. The annotation provides information about the developer who made the fix, the type of fix, and the issue it resolves, which was a ConcurrentModificationException when creating a new Digester via loaderInstance.newDigester(). This hunk does not directly modify the code's functionality but provides important metadata for tracking and understanding the code's history.",1.0
26,"+package org.apache.commons.digester3.binder;
+
+import java.util.Collections;
+import java.util.HashMap;
+import java.util.Map;
+
+/*
+ * Licensed to the Apache Software Foundation (ASF) under one
+ * or more contributor license agreements.  See the NOTICE file
+ * distributed with this work for additional information
+ * regarding copyright ownership.  The ASF licenses this file
+ * to you under the Apache License, Version 2.0 (the
+ * ""License""); you may not use this file except in compliance
+ * with the License.  You may obtain a copy of the License at
+ *
+ *   http://www.apache.org/licenses/LICENSE-2.0
+ *
+ * Unless required by applicable law or agreed to in writing,
+ * software distributed under the License is distributed on an
+ * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
+ * KIND, either express or implied.  See the License for the
+ * specific language governing permissions and limitations
+ * under the License.
+ */
+
+final class BinderClassLoader
+    extends ClassLoader
+{
+
+    private static final Map<String, Class<?>> PRIMITIVE_TYPES;
+    static
+    {
+        HashMap<String, Class<?>> primitiveTypes = new HashMap<String, Class<?>>();
+        primitiveTypes.put( ""boolean"", boolean.class );
+        primitiveTypes.put( ""byte"", byte.class );
+        primitiveTypes.put( ""short"", short.class );
+        primitiveTypes.put( ""int"", int.class );
+        primitiveTypes.put( ""char"", char.class );
+        primitiveTypes.put( ""long"", long.class );
+        primitiveTypes.put( ""float"", float.class );
+        primitiveTypes.put( ""double"", double.class );
+        PRIMITIVE_TYPES = Collections.unmodifiableMap( primitiveTypes );
+    }
+
+    private final ClassLoader adaptedClassLoader;
+
+    public BinderClassLoader( ClassLoader adaptedClassLoader )
+    {
+        this.adaptedClassLoader = adaptedClassLoader;
+    }
+
+    public ClassLoader getAdaptedClassLoader()
+    {
+        return adaptedClassLoader;
+    }
+
+    /**
+     * {@inheritDoc}
+     */
+    @Override
+    protected synchronized Class<?> loadClass( String name, boolean resolve )
+        throws ClassNotFoundException
+    {
+        if ( PRIMITIVE_TYPES.containsKey( name ) )
+        {
+            return PRIMITIVE_TYPES.get( name );
+        }
+        return adaptedClassLoader.loadClass( name );
+    }
+
+}
",1,1,"Knowledge:
This hunk adds a new Java class named BinderClassLoader in the org.apache.commons.digester3.binder package. This class extends the ClassLoader class and provides a mechanism to load primitive types. It includes a static map of primitive types and loads them directly if requested, otherwise, it delegates the loading to the adapted class loader. This class is designed to be thread-safe and uses synchronization to ensure that the loadClass method is thread-safe. This hunk does not directly fix a vulnerability, but rather introduces a new utility class that can be used to load classes in a specific context.",0.95
27,"+package org.apache.commons.digester3.binder;
+
+/*
+ * Licensed to the Apache Software Foundation (ASF) under one
+ * or more contributor license agreements.  See the NOTICE file
+ * distributed with this work for additional information
+ * regarding copyright ownership.  The ASF licenses this file
+ * to you under the Apache License, Version 2.0 (the
+ * ""License""); you may not use this file except in compliance
+ * with the License.  You may obtain a copy of the License at
+ *
+ *   http://www.apache.org/licenses/LICENSE-2.0
+ *
+ * Unless required by applicable law or agreed to in writing,
+ * software distributed under the License is distributed on an
+ * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
+ * KIND, either express or implied.  See the License for the
+ * specific language governing permissions and limitations
+ * under the License.
+ */
+
+import static junit.framework.Assert.assertEquals;
+import static junit.framework.Assert.fail;
+import static org.apache.commons.digester3.binder.DigesterLoader.newLoader;
+
+import java.io.IOException;
+import java.io.InputStream;
+import java.util.concurrent.LinkedBlockingQueue;
+import java.util.concurrent.ThreadPoolExecutor;
+import java.util.concurrent.TimeUnit;
+
+import org.apache.commons.digester3.Digester;
+import org.apache.commons.digester3.xmlrules.FromXmlRulesModule;
+import org.junit.Before;
+import org.junit.Test;
+
+
+/**
+ * Test.
+ */
+public class Digester163TestCase
+{
+
+    public static final int MAX_THREADS = 4;
+
+    private DigesterLoader loader;
+
+    @Before
+    public void setUp()
+    {
+        loader = newLoader( new FromXmlRulesModule()
+        {
+
+            @Override
+            protected void loadRules()
+            {
+                loadXMLRules( getClass().getResourceAsStream( ""rules.xml"" ) );
+            }
+
+        } );
+    }
+
+    @Test
+    public void test()
+        throws InterruptedException
+    {
+        ThreadPoolExecutor executor = new ThreadPoolExecutor( MAX_THREADS, MAX_THREADS,
+                                                              Long.MAX_VALUE,
+                                                              TimeUnit.NANOSECONDS,
+                                                              new LinkedBlockingQueue<Runnable>() );
+        for ( int i = 0; i < MAX_THREADS * 2; i++ )
+        {
+            executor.submit( new Runnable()
+            {
+
+                public void run()
+                {
+                    Digester dig = loader.newDigester();
+                    InputStream in = null;
+                    try
+                    {
+                        in = this.getClass().getClassLoader().getResourceAsStream( ""test.xml"" );
+                        Entity et = dig.parse( in );
+                        assertEquals( ""Author 1"", et.getAuthor() );
+                    }
+                    catch ( Exception e )
+                    {
+                        fail( e.getMessage() );
+                    }
+                    finally
+                    {
+                        if ( in != null )
+                        {
+                            try
+                            {
+                                in.close();
+                            }
+                            catch ( IOException e )
+                            {
+                                // close quietly
+                            }
+                        }
+                    }
+                }
+            } );
+        }
+
+        while ( !executor.awaitTermination( 10, TimeUnit.MILLISECONDS ) )
+        {
+            if ( executor.getQueue().isEmpty() )
+            {
+                executor.shutdown();
+            }
+            if ( executor.isTerminated() )
+            {
+                break;
+            }
+        }
+    }
+
+}
",0,0,"Knowledge:
This hunk adds a JUnit test case for the Apache Commons Digester3 project. It does not directly fix a vulnerability, but rather provides a test for the Digester's parsing functionality using multiple threads. The test loads XML rules from a ""rules.xml"" file and parses a ""test.xml"" file using the Digester, verifying the parsed entity's author field. The test uses a thread pool executor to concurrently parse the XML files multiple times, ensuring the Digester's thread safety.",0.9
28,"- * 
+ *
",0,0,"Input:
- * 
+ *

Knowledge:
This hunk removes or adds an unnecessary asterisk character. This change does not have any impact on the functionality or security of the code, it is likely a cosmetic change or a formatting adjustment. It does not fix any vulnerability or add any new functionality.",1.0
29,"- * 
+ *
",0,0,"Input:
- *
+ *

Knowledge:
This hunk removes or adds an asterisk, but it does not directly fix any vulnerability or improve security. The change is likely a formatting or cosmetic update.",0.9
30,"-            return null;
+            throw new EmptyStackException();
",1,1,"Input:
-            return null;
+            throw new EmptyStackException();

Knowledge:
This hunk improves the handling of empty stack exceptions by throwing an EmptyStackException instead of returning null. This change helps to prevent null pointer exceptions and makes the code more robust by providing a clear error message when the stack is empty. This change enhances error handling and debugging capabilities, making it easier to identify and fix issues related to empty stacks.",1.0
31,"-import java.util.Collections;
-import java.util.HashMap;
-import java.util.Map;
",1,0,"Knowledge:
This hunk removes three import statements for Java utilities: Collections, HashMap, and Map. It does not directly fix a vulnerability, but rather seems to be a cleanup or refactoring of the code.",1.0
32,"+  <profiles>
+    <profile>
+      <id>rc</id>
+      <build>
+        
+      </build>
+    </profile>
+  </profiles>
+
",0,0,"Knowledge:
This hunk adds a new XML profile section to the configuration file. The specific profile added is ""rc"" and it has an empty build section. This change does not directly fix a vulnerability, but rather adds new functionality or configuration options to the system. The XML structure is properly formatted with opening and closing tags, and the ""id"" element is set to ""rc"".",0.9
33,"-                    ArrayList<String> stringList = getDigester().peek();
+                    List<String> stringList = getDigester().peek();
",0,0,"Knowledge:
This hunk updates the type of `stringList` from `ArrayList<String>` to `List<String>`. It does not directly fix a vulnerability, but rather improves code quality by using a more general interface type (`List`) instead of a specific implementation type (`ArrayList`). This change makes the code more flexible and easier to maintain.",0.9
34,"+    <action dev=""simonetripodi"" type=""fix"" issue=""DIGESTER-155"">
+      ClassLoader reference set to DigesterLoader not set in produced Digetser instances
+    </action>
",0,1,"Knowledge:
This hunk adds an action to fix the issue DIGESTER-155. It sets the ClassLoader reference to DigesterLoader in produced Digester instances. This fix ensures that the ClassLoader reference is correctly set, preventing potential issues with class loading and instance creation. It does not directly fix a vulnerability, but rather addresses a specific issue in the Digester instances.",1.0
35,"-     * 
+     *
",0,0,"Input:
-     * 
+     *

Knowledge:
This hunk is a whitespace-only change and does not introduce any functional changes to the code. It likely improves code readability or adheres to a specific coding style, but it does not address any security vulnerabilities or fix any bugs.",1.0
36,"+     * The Java class of the object to be created.
+     */
+    protected Class<?> clazz = null;
+
+    /**
",1,0,"Input:
+     * The Java class of the object to be created.
+     */
+    protected Class<?> clazz = null;
+ 
+     /**

Knowledge:
This hunk adds a new protected field 'clazz' of type Class<?> and initializes it to null. This field is used to store the Java class of the object to be created. It does not directly fix a vulnerability, but rather adds a new feature or functionality to the program.",0.9
37,"+<?xml version=""1.0"" encoding=""UTF-8""?>
+<!--
+   Licensed to the Apache Software Foundation (ASF) under one or more
+   contributor license agreements.  See the NOTICE file distributed with
+   this work for additional information regarding copyright ownership.
+   The ASF licenses this file to You under the Apache License, Version 2.0
+   (the ""License""); you may not use this file except in compliance with
+   the License.  You may obtain a copy of the License at
+
+       http://www.apache.org/licenses/LICENSE-2.0
+
+   Unless required by applicable law or agreed to in writing, software
+   distributed under the License is distributed on an ""AS IS"" BASIS,
+   WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
+   See the License for the specific language governing permissions and
+   limitations under the License.
+-->
+<root>
+  <container>
+    <header>
+      <authors>
+        <author>Author 1</author>
+      </authors>
+    </header>
+  </container>
+</root>
",0,0,"Knowledge:
This hunk adds an XML file header with a license agreement and some sample XML content. It does not directly fix any vulnerability. The XML header includes the Apache License, Version 2.0, and some basic XML structure with elements such as ""root"", ""container"", ""header"", and ""authors"". This code is likely part of a larger project and does not have any security implications on its own.",1.0
38,"+        this.clazz = clazz;
",1,0,"Knowledge:
This hunk adds an assignment statement to set the value of ""this.clazz"" to the input parameter ""clazz"". It does not directly fix any vulnerability, but rather is part of the program's logic to initialize an object's property.",0.9
39,"+        if ( classLoader == null )
+        {
+            throw new IllegalArgumentException( ""Parameter 'classLoader' cannot be null"" );
+        }
+
",1,0,"Knowledge:
This hunk adds a null check and an exception throw for the 'classLoader' parameter to prevent NullPointerExceptions. By explicitly checking for null and throwing an IllegalArgumentException, this code ensures that the method cannot be called with a null 'classLoader', reducing the likelihood of unexpected runtime errors and making the code more robust.",0.8
40,"+import org.apache.xml.security.utils.resolver.ResourceResolverContext;
",1,0,"Here is the generated knowledge for the input:

Input:
+import org.apache.xml.security.utils.resolver.ResourceResolverContext;

Knowledge:
This hunk adds an import statement to import the ResourceResolverContext class from the org.apache.xml.security.utils.resolver package. It does not directly fix a vulnerability, but rather provides additional functionality or dependencies for the program.",0.8
41,"+            int offset = Character.toChars(ch, chs, pos);
+            pos += offset;
             if (ch == 0xDBFF) {
-                ch = 1;
+                // since 0xDBFF with next character 0xDC00 will form a surrogate pair, so insert a space character in between
+                offset = Character.toChars(Character.SPACE_SEPARATOR, chs, pos);
+                pos += offset;
             }
-            chs[i] = (char)ch;
-            UtfHelpper.writeCharToUtf8((char)ch, charByCharOs);
         }
-        String str = new String(chs);
+        char newResult[] = new char[pos];
+        System.arraycopy(chs, 0, newResult, 0, pos);
+        for (int i = 0; i < pos; ) {
+            int ch = Character.codePointAt(newResult, i);
+            i += Character.charCount(ch);
+            UtfHelpper.writeCodePointToUtf8(ch, charByCharOs);
+        }
+
+        String str = new String(newResult);
",0,1,"Input:
+            int offset = Character.toChars(ch, chs, pos);
+            pos += offset;
             if (ch == 0xDBFF) { 
                 // since 0xDBFF with next character 0xDC00 will form a surrogate pair, so insert a space character in between
                 offset = Character.toChars(Character.SPACE_SEPARATOR, chs, pos);
                 pos += offset;
             }
-            chs[i] = (char)ch;
-            UtfHelpper.writeCharToUtf8((char)ch, charByCharOs);
         }
-        String str = new String(chs);
+        char newResult[] = new char[pos];
+        System.arraycopy(chs, 0, newResult, 0, pos);
+        for (int i = 0; i < pos; ) { 
             int ch = Character.codePointAt(newResult, i);
             i += Character.charCount(ch);
             UtfHelpper.writeCodePointToUtf8(ch, charByCharOs);
+         }
+
+        String str = new String(newResult);

Knowledge:
This hunk prevents a UTF-16 surrogate pair parsing vulnerability by properly handling surrogate pairs in the Unicode conversion process. It does this by inserting a space character between surrogate pairs that would otherwise be incorrectly parsed and writing code points to UTF-8 instead of individual characters. This change prevents potential buffer overflow and denial of service attacks that could occur due to improper parsing of surrogate pairs.",0.9
